,Agent 1 Rewards,Agent 1 Rate,Agent 1 Test,Agent 2 Rewards,Agent 2 Rate,Agent 2 Test,Agent 3 Rewards,Agent 3 Rate,Agent 3 Test,Agent 4 Rewards,Agent 4 Rate,Agent 4 Test,Agent 5 Rewards,Agent 5 Rate,Agent 5 Test,Agent 6 Rewards,Agent 6 Rate,Agent 6 Test,Agent 7 Rewards,Agent 7 Rate,Agent 7 Test,Agent 8 Rewards,Agent 8 Rate,Agent 8 Test,Agent 9 Rewards,Agent 9 Rate,Agent 9 Test,Agent 10 Rewards,Agent 10 Rate,Agent 10 Test,Agent 11 Rewards,Agent 11 Rate,Agent 11 Test,Agent 12 Rewards,Agent 12 Rate,Agent 12 Test
46,-16.605560000000004,0.14,-16.06171400000025,-17.92206,0.1,-16.80580400000026,-14.604099999999999,0.22,-15.505880000000273,-13.883759999999997,0.22,-15.609758000000244,-16.404739999999993,0.14,-15.94965000000025,-17.80108,0.1,-15.019108000003904,-17.561079999999997,0.1,-15.421628000000227,-16.163079999999997,0.16,-15.657684000000263,-17.40326,0.12,-16.141662000000252,-16.84572,0.14,-16.085792000000275,-17.003599999999995,0.14,-16.549762000000253,-16.083839999999995,0.16,-15.565602000000226
47,-14.803299999999997,0.2,-16.06171400000025,-17.641279999999995,0.1,-16.80580400000026,-16.166160000000005,0.16,-15.505880000000273,-16.76358,0.14,-15.609758000000244,-18.286379999999998,0.08,-15.94965000000025,-19.920779999999993,0.02,-15.019108000003904,-16.601259999999996,0.14,-15.421628000000227,-13.84328,0.24,-15.657684000000263,-17.24512,0.1,-16.141662000000252,-16.123199999999997,0.16,-16.085792000000275,-16.24508,0.16,-16.549762000000253,-16.642400000000002,0.12,-15.565602000000226
48,-16.92502,0.12,-16.06171400000025,-15.721820000000001,0.16,-16.80580400000026,-15.286299999999999,0.2,-15.505880000000273,-15.123579999999997,0.18,-15.609758000000244,-13.84438,0.24,-15.94965000000025,-17.24114,0.1,-15.019108000003904,-17.200839999999992,0.12,-15.421628000000227,-14.642719999999997,0.24,-15.657684000000263,-16.366899999999998,0.16,-16.141662000000252,-15.686940000000002,0.18,-16.085792000000275,-16.52508,0.16,-16.549762000000253,-17.04402,0.12,-15.565602000000226
49,-15.84464,0.18,-16.06171400000025,-16.241359999999997,0.16,-16.80580400000026,-16.722559999999998,0.12,-15.505880000000273,-17.12712,0.12,-15.609758000000244,-14.96674,0.2,-15.94965000000025,-17.640879999999992,0.1,-15.019108000003904,-19.84125999999999,0.02,-15.421628000000227,-13.283819999999999,0.24,-15.657684000000263,-17.366619999999998,0.12,-16.141662000000252,-12.768200000000002,0.24,-16.085792000000275,-15.485619999999999,0.18,-16.549762000000253,-18.0847,0.08,-15.565602000000226
50,-14.804779999999996,0.22,-16.06171400000025,-18.361999999999995,0.08,-16.80580400000026,-13.884819999999998,0.22,-15.505880000000273,-17.28594,0.12,-15.609758000000244,-14.765659999999999,0.2,-15.94965000000025,-18.040699999999994,0.1,-15.019108000003904,-19.401119999999995,0.04,-15.421628000000227,-14.404279999999996,0.22,-15.657684000000263,-18.04504,0.08,-16.141662000000252,-15.04444,0.2,-16.085792000000275,-16.484799999999996,0.16,-16.549762000000253,-15.363019999999997,0.18,-15.565602000000226
51,-14.76226,0.2,-16.06171400000025,-16.042299999999997,0.16,-16.80580400000026,-14.966519999999996,0.2,-15.505880000000273,-13.44276,0.24,-15.609758000000244,-18.927059999999997,0.06,-15.94965000000025,-18.32078,0.08,-15.019108000003904,-17.441379999999995,0.12,-15.421628000000227,-14.925799999999999,0.2,-15.657684000000263,-15.926239999999998,0.16,-16.141662000000252,-17.286179999999998,0.12,-16.085792000000275,-15.7661,0.18,-16.549762000000253,-17.924139999999998,0.1,-15.565602000000226
52,-16.247400000000003,0.14,-16.06171400000025,-16.2421,0.14,-16.80580400000026,-15.76606,0.16,-15.505880000000273,-15.608319999999999,0.18,-15.609758000000244,-17.568019999999997,0.12,-15.94965000000025,-16.801039999999997,0.1,-15.019108000003904,-18.161299999999997,0.08,-15.421628000000227,-13.8858,0.26,-15.657684000000263,-17.128759999999996,0.12,-16.141662000000252,-11.965160000000001,0.3,-16.085792000000275,-15.047780000000003,0.18,-16.549762000000253,-17.365619999999996,0.1,-15.565602000000226
53,-12.68702,0.28,-16.06171400000025,-17.20224,0.12,-16.80580400000026,-16.525540000000007,0.14,-15.505880000000273,-17.122859999999996,0.12,-15.609758000000244,-15.56412,0.16,-15.94965000000025,-18.320919999999997,0.08,-15.019108000003904,-16.802339999999997,0.14,-15.421628000000227,-14.403259999999994,0.22,-15.657684000000263,-15.286180000000002,0.18,-16.141662000000252,-14.761619999999999,0.2,-16.085792000000275,-16.12666,0.16,-16.549762000000253,-18.403679999999998,0.08,-15.565602000000226
54,-12.6843,0.3,-16.06171400000025,-15.522019999999998,0.18,-16.80580400000026,-14.96682,0.18,-15.505880000000273,-14.245199999999995,0.22,-15.609758000000244,-16.846619999999998,0.12,-15.94965000000025,-18.960879999999996,0.06,-15.019108000003904,-15.962179999999998,0.16,-15.421628000000227,-15.525599999999999,0.18,-15.657684000000263,-13.8868,0.24,-16.141662000000252,-14.447479999999999,0.22,-16.085792000000275,-15.20406,0.18,-16.549762000000253,-12.643079999999998,0.26,-15.565602000000226
55,-15.965500000000002,0.16,-16.06171400000025,-15.281939999999999,0.18,-16.80580400000026,-15.886219999999994,0.18,-15.505880000000273,-16.966099999999997,0.14,-15.609758000000244,-15.765519999999997,0.18,-15.94965000000025,-16.720799999999993,0.14,-15.019108000003904,-16.401459999999997,0.14,-15.421628000000227,-16.562959999999997,0.14,-15.657684000000263,-14.32608,0.22,-16.141662000000252,-18.926779999999997,0.06,-16.085792000000275,-15.12394,0.18,-16.549762000000253,-15.766419999999998,0.18,-15.565602000000226
56,-16.642640000000004,0.14,-16.06171400000025,-17.761779999999998,0.08,-16.80580400000026,-15.00612,0.2,-15.505880000000273,-15.56372,0.18,-15.609758000000244,-12.448659999999995,0.28,-15.94965000000025,-19.480939999999997,0.04,-15.019108000003904,-17.041999999999994,0.12,-15.421628000000227,-17.0847,0.12,-15.657684000000263,-16.60622,0.14,-16.141662000000252,-16.60306,0.14,-16.085792000000275,-15.283919999999997,0.18,-16.549762000000253,-15.083779999999999,0.18,-15.565602000000226
57,-15.086879999999999,0.2,-16.06171400000025,-16.68134,0.14,-16.80580400000026,-13.884580000000001,0.22,-15.505880000000273,-16.889499999999995,0.14,-15.609758000000244,-17.925479999999997,0.08,-15.94965000000025,-18.960919999999998,0.06,-15.019108000003904,-18.882279999999994,0.06,-15.421628000000227,-16.84418,0.14,-15.657684000000263,-17.406799999999997,0.12,-16.141662000000252,-14.524979999999996,0.22,-16.085792000000275,-15.564559999999997,0.18,-16.549762000000253,-17.923379999999998,0.1,-15.565602000000226
58,-15.685159999999998,0.18,-16.06171400000025,-14.921699999999998,0.2,-16.80580400000026,-16.684299999999997,0.12,-15.505880000000273,-13.366679999999999,0.26,-15.609758000000244,-17.52486,0.12,-15.94965000000025,-18.400799999999993,0.08,-15.019108000003904,-19.482499999999998,0.04,-15.421628000000227,-17.9672,0.08,-15.657684000000263,-13.128739999999993,0.26,-16.141662000000252,-16.610439999999997,0.14,-16.085792000000275,-15.5668,0.2,-16.549762000000253,-17.12764,0.1,-15.565602000000226
59,-17.36308,0.12,-16.06171400000025,-16.241519999999994,0.12,-16.80580400000026,-15.524819999999998,0.18,-15.505880000000273,-16.12493999999999,0.16,-15.609758000000244,-15.287899999999997,0.2,-15.94965000000025,-19.841019999999997,0.02,-15.019108000003904,-18.682680000000005,0.06,-15.421628000000227,-14.167539999999999,0.22,-15.657684000000263,-17.165239999999997,0.12,-16.141662000000252,-14.72444,0.18,-16.085792000000275,-16.4454,0.14,-16.549762000000253,-13.843279999999998,0.24,-15.565602000000226
60,-15.5243,0.2,-16.06171400000025,-16.842339999999997,0.14,-16.80580400000026,-14.92358,0.2,-15.505880000000273,-16.008740000000003,0.16,-15.609758000000244,-14.20672,0.22,-15.94965000000025,-16.600979999999996,0.14,-15.019108000003904,-17.92268,0.1,-15.421628000000227,-15.483019999999994,0.18,-15.657684000000263,-16.56642,0.14,-16.141662000000252,-16.44624,0.14,-16.085792000000275,-16.64436,0.12,-16.549762000000253,-16.404300000000006,0.14,-15.565602000000226
61,-16.644980000000004,0.14,-16.06171400000025,-16.362379999999995,0.14,-16.80580400000026,-15.726119999999998,0.18,-15.505880000000273,-15.164659999999996,0.2,-15.609758000000244,-16.044019999999996,0.16,-15.94965000000025,-16.760919999999995,0.14,-15.019108000003904,-15.845179999999994,0.16,-15.421628000000227,-14.246179999999997,0.24,-15.657684000000263,-14.249240000000002,0.22,-16.141662000000252,-14.966380000000001,0.2,-16.085792000000275,-13.807139999999999,0.22,-16.549762000000253,-15.123339999999995,0.18,-15.565602000000226
62,-13.848059999999998,0.26,-16.06171400000025,-14.121779999999994,0.24,-16.80580400000026,-16.684859999999997,0.14,-15.505880000000273,-13.364039999999996,0.26,-15.609758000000244,-17.007879999999997,0.12,-15.94965000000025,-17.481039999999997,0.12,-15.019108000003904,-16.20404,0.14,-15.421628000000227,-18.243399999999998,0.08,-15.657684000000263,-15.84414,0.18,-16.141662000000252,-16.20418,0.14,-16.085792000000275,-15.486420000000003,0.18,-16.549762000000253,-16.48642,0.14,-15.565602000000226
63,-16.16732,0.16,-16.06171400000025,-13.641679999999997,0.24,-16.80580400000026,-14.485020000000002,0.22,-15.505880000000273,-13.04746,0.26,-15.609758000000244,-16.4504,0.16,-15.94965000000025,-18.281619999999997,0.08,-15.019108000003904,-14.0046,0.24,-15.421628000000227,-18.20526,0.08,-15.657684000000263,-13.845419999999999,0.24,-16.141662000000252,-18.366279999999996,0.08,-16.085792000000275,-15.125739999999999,0.18,-16.549762000000253,-17.16572,0.12,-15.565602000000226
64,-18.843179999999997,0.06,-16.06171400000025,-15.801379999999993,0.16,-16.80580400000026,-17.444259999999996,0.12,-15.505880000000273,-17.686659999999996,0.1,-15.609758000000244,-15.007,0.2,-15.94965000000025,-18.041159999999994,0.1,-15.019108000003904,-13.5638,0.24,-15.421628000000227,-17.328799999999998,0.1,-15.657684000000263,-15.77014,0.16,-16.141662000000252,-15.365519999999997,0.18,-16.085792000000275,-15.607219999999995,0.16,-16.549762000000253,-15.924059999999999,0.16,-15.565602000000226
65,-15.164219999999998,0.18,-16.06171400000025,-17.0417,0.12,-16.80580400000026,-15.04588,0.2,-15.505880000000273,-13.565099999999997,0.24,-15.609758000000244,-15.405680000000002,0.18,-15.94965000000025,-17.040999999999997,0.12,-15.019108000003904,-15.603700000000003,0.18,-15.421628000000227,-17.80472,0.08,-15.657684000000263,-17.444219999999998,0.12,-16.141662000000252,-17.00524,0.12,-16.085792000000275,-14.606559999999995,0.2,-16.549762000000253,-15.444099999999999,0.18,-15.565602000000226
66,-16.763299999999997,0.14,-16.06171400000025,-13.3627,0.24,-16.80580400000026,-15.246519999999999,0.18,-15.505880000000273,-14.244699999999996,0.24,-15.609758000000244,-15.447419999999997,0.18,-15.94965000000025,-19.4028,0.04,-15.019108000003904,-17.604460000000003,0.1,-15.421628000000227,-15.2047,0.2,-15.657684000000263,-11.68392,0.3,-16.141662000000252,-14.243439999999996,0.24,-16.085792000000275,-16.203259999999993,0.14,-16.549762000000253,-14.645520000000001,0.2,-15.565602000000226
67,-13.04694,0.26,-16.06171400000025,-17.00136,0.14,-16.80580400000026,-16.162719999999997,0.14,-15.505880000000273,-14.043779999999996,0.22,-15.609758000000244,-15.369540000000002,0.18,-15.94965000000025,-16.682639999999996,0.14,-15.019108000003904,-16.485919999999997,0.14,-15.421628000000227,-16.96586,0.14,-15.657684000000263,-17.24548,0.12,-16.141662000000252,-16.004880000000004,0.16,-16.085792000000275,-15.408479999999997,0.16,-16.549762000000253,-16.2429,0.16,-15.565602000000226
68,-15.045279999999998,0.18,-16.06171400000025,-18.042119999999997,0.1,-16.80580400000026,-16.76626,0.14,-15.505880000000273,-16.045139999999996,0.18,-15.609758000000244,-15.804139999999993,0.18,-15.94965000000025,-17.442939999999993,0.1,-15.019108000003904,-13.482939999999996,0.24,-15.421628000000227,-16.68728,0.14,-15.657684000000263,-16.562759999999997,0.14,-16.141662000000252,-16.96504,0.14,-16.085792000000275,-17.644019999999998,0.1,-16.549762000000253,-18.92446,0.06,-15.565602000000226
69,-16.209639999999993,0.16,-16.06171400000025,-16.202819999999996,0.14,-16.80580400000026,-15.726399999999998,0.16,-15.505880000000273,-14.36366,0.22,-15.609758000000244,-17.007559999999998,0.12,-15.94965000000025,-18.082059999999995,0.08,-15.019108000003904,-15.20568,0.18,-15.421628000000227,-12.726140000000001,0.26,-15.657684000000263,-16.1223,0.16,-16.141662000000252,-11.563739999999996,0.32,-16.085792000000275,-15.72936,0.18,-16.549762000000253,-13.604640000000002,0.24,-15.565602000000226
70,-16.048419999999997,0.16,-16.06171400000025,-16.52168,0.14,-16.80580400000026,-17.40454,0.1,-15.505880000000273,-13.2459,0.24,-15.609758000000244,-16.0456,0.14,-15.94965000000025,-18.88338,0.06,-15.019108000003904,-16.847959999999997,0.14,-15.421628000000227,-15.044759999999997,0.2,-15.657684000000263,-16.5653,0.14,-16.141662000000252,-15.9246,0.16,-16.085792000000275,-13.166819999999998,0.24,-16.549762000000253,-15.443999999999996,0.18,-15.565602000000226
71,-15.603039999999996,0.18,-16.06171400000025,-15.962479999999994,0.16,-16.80580400000026,-15.566439999999998,0.18,-15.505880000000273,-16.971159999999998,0.12,-15.609758000000244,-15.645979999999998,0.18,-15.94965000000025,-14.283459999999998,0.2,-15.019108000003904,-17.565279999999998,0.12,-15.421628000000227,-15.326559999999999,0.18,-15.657684000000263,-17.12662,0.12,-16.141662000000252,-13.44554,0.24,-16.085792000000275,-16.283979999999996,0.16,-16.549762000000253,-16.32492,0.14,-15.565602000000226
72,-14.247899999999994,0.22,-16.06171400000025,-15.721580000000003,0.16,-16.80580400000026,-16.64624,0.16,-15.505880000000273,-14.968039999999998,0.22,-15.609758000000244,-17.0049,0.12,-15.94965000000025,-17.24334,0.12,-15.019108000003904,-15.165980000000001,0.2,-15.421628000000227,-16.12762,0.16,-15.657684000000263,-16.3252,0.16,-16.141662000000252,-17.808020000000003,0.1,-16.085792000000275,-14.40472,0.22,-16.549762000000253,-15.723279999999997,0.16,-15.565602000000226
73,-14.685759999999995,0.2,-16.06171400000025,-17.20366,0.12,-16.80580400000026,-16.125860000000003,0.16,-15.505880000000273,-17.244419999999998,0.12,-15.609758000000244,-14.043739999999998,0.2,-15.94965000000025,-16.923019999999998,0.14,-15.019108000003904,-15.043759999999999,0.2,-15.421628000000227,-15.326139999999999,0.18,-15.657684000000263,-15.605900000000002,0.16,-16.141662000000252,-14.884819999999998,0.2,-16.085792000000275,-15.084319999999998,0.2,-16.549762000000253,-15.965499999999999,0.16,-15.565602000000226
74,-16.84562,0.14,-16.06171400000025,-15.043499999999996,0.2,-16.80580400000026,-16.207759999999997,0.14,-15.505880000000273,-16.085259999999995,0.16,-15.609758000000244,-17.125479999999996,0.14,-15.94965000000025,-17.28282,0.1,-15.019108000003904,-16.765179999999997,0.14,-15.421628000000227,-12.165759999999999,0.28,-15.657684000000263,-13.924719999999997,0.22,-16.141662000000252,-15.964939999999995,0.16,-16.085792000000275,-15.246199999999995,0.2,-16.549762000000253,-15.805940000000003,0.18,-15.565602000000226
75,-14.685119999999998,0.22,-16.06171400000025,-15.042179999999998,0.2,-16.80580400000026,-14.32448,0.24,-15.505880000000273,-16.526479999999996,0.16,-15.609758000000244,-15.207520000000002,0.2,-15.94965000000025,-16.765659999999997,0.14,-15.019108000003904,-16.20356,0.16,-15.421628000000227,-17.886899999999994,0.1,-15.657684000000263,-16.208,0.16,-16.141662000000252,-14.208939999999998,0.22,-16.085792000000275,-16.364979999999996,0.14,-16.549762000000253,-15.245180000000003,0.18,-15.565602000000226
76,-19.04482,0.06,-16.06171400000025,-17.362219999999994,0.12,-16.80580400000026,-15.324819999999997,0.18,-15.505880000000273,-14.564919999999997,0.2,-15.609758000000244,-13.485199999999997,0.22,-15.94965000000025,-15.72276,0.18,-15.019108000003904,-15.645320000000002,0.16,-15.421628000000227,-16.364720000000002,0.16,-15.657684000000263,-16.3253,0.14,-16.141662000000252,-13.565579999999997,0.24,-16.085792000000275,-16.52686,0.14,-16.549762000000253,-15.044779999999998,0.18,-15.565602000000226
77,-15.683059999999998,0.16,-16.06171400000025,-13.924879999999998,0.24,-16.80580400000026,-13.964399999999998,0.24,-15.505880000000273,-14.68336,0.18,-15.609758000000244,-16.9237,0.12,-15.94965000000025,-15.564020000000005,0.16,-15.019108000003904,-15.285559999999998,0.18,-15.421628000000227,-15.926179999999997,0.16,-15.657684000000263,-11.96572,0.28,-16.141662000000252,-15.607979999999998,0.18,-16.085792000000275,-16.045479999999994,0.16,-16.549762000000253,-17.167299999999997,0.12,-15.565602000000226
78,-14.04464,0.26,-16.06171400000025,-16.6027,0.14,-16.80580400000026,-19.24398,0.04,-15.505880000000273,-16.967339999999997,0.12,-15.609758000000244,-16.40746,0.16,-15.94965000000025,-14.40488,0.22,-15.019108000003904,-18.323719999999994,0.08,-15.421628000000227,-15.68666,0.16,-15.657684000000263,-16.768259999999998,0.14,-16.141662000000252,-17.28612,0.12,-16.085792000000275,-15.567880000000002,0.16,-16.549762000000253,-16.888640000000002,0.14,-15.565602000000226
79,-10.28718,0.34,-16.06171400000025,-15.005499999999994,0.22,-16.80580400000026,-14.80754,0.18,-15.505880000000273,-16.763939999999998,0.12,-15.609758000000244,-16.80258,0.14,-15.94965000000025,-15.244520000000001,0.2,-15.019108000003904,-16.60624,0.14,-15.421628000000227,-15.684,0.18,-15.657684000000263,-15.566780000000001,0.18,-16.141662000000252,-14.087159999999997,0.24,-16.085792000000275,-15.68558,0.18,-16.549762000000253,-15.927560000000001,0.18,-15.565602000000226
80,-14.168080000000002,0.22,-16.06171400000025,-17.362439999999996,0.1,-16.80580400000026,-17.16446,0.12,-15.505880000000273,-17.96626,0.08,-15.609758000000244,-13.328280000000007,0.24,-15.94965000000025,-16.246019999999998,0.16,-15.019108000003904,-15.8884,0.18,-15.421628000000227,-15.964499999999996,0.16,-15.657684000000263,-17.2447,0.1,-16.141662000000252,-18.284999999999997,0.08,-16.085792000000275,-17.12508,0.14,-16.549762000000253,-15.126439999999997,0.2,-15.565602000000226
81,-17.602619999999998,0.1,-16.06171400000025,-17.24416,0.12,-16.80580400000026,-17.085159999999995,0.12,-15.505880000000273,-16.72614,0.12,-15.609758000000244,-16.76694,0.12,-15.94965000000025,-17.725080000000002,0.1,-15.019108000003904,-14.605139999999992,0.2,-15.421628000000227,-12.244959999999999,0.28,-15.657684000000263,-16.08566,0.16,-16.141662000000252,-14.085919999999994,0.22,-16.085792000000275,-15.606679999999997,0.16,-16.549762000000253,-17.408099999999997,0.12,-15.565602000000226
82,-15.326759999999997,0.18,-16.06171400000025,-16.04522,0.16,-16.80580400000026,-17.08362,0.12,-15.505880000000273,-13.802999999999997,0.22,-15.609758000000244,-15.284319999999997,0.16,-15.94965000000025,-19.923319999999993,0.02,-15.019108000003904,-15.88372,0.14,-15.421628000000227,-18.084600000000002,0.1,-15.657684000000263,-16.845359999999996,0.14,-16.141662000000252,-13.607819999999995,0.24,-16.085792000000275,-17.246799999999997,0.12,-16.549762000000253,-14.729059999999999,0.24,-15.565602000000226
83,-14.804059999999998,0.2,-16.06171400000025,-13.92394,0.24,-16.80580400000026,-15.488880000000004,0.2,-15.505880000000273,-15.324179999999995,0.2,-15.609758000000244,-17.529480000000003,0.1,-15.94965000000025,-16.284839999999996,0.16,-15.019108000003904,-17.24482,0.12,-15.421628000000227,-14.126379999999997,0.22,-15.657684000000263,-15.125099999999998,0.2,-16.141662000000252,-14.126859999999997,0.24,-16.085792000000275,-13.56912,0.24,-16.549762000000253,-14.36562,0.22,-15.565602000000226
84,-15.002559999999999,0.2,-16.06171400000025,-14.363920000000002,0.22,-16.80580400000026,-14.72406,0.2,-15.505880000000273,-17.84452,0.1,-15.609758000000244,-16.605079999999997,0.14,-15.94965000000025,-13.605899999999998,0.24,-15.019108000003904,-14.163039999999993,0.22,-15.421628000000227,-16.4469,0.14,-15.657684000000263,-15.207640000000001,0.18,-16.141662000000252,-15.44878,0.18,-16.085792000000275,-17.246019999999998,0.12,-16.549762000000253,-17.4851,0.1,-15.565602000000226
85,-12.285139999999997,0.3,-16.06171400000025,-17.52686,0.1,-16.80580400000026,-12.885100000000001,0.28,-15.505880000000273,-14.285419999999997,0.22,-15.609758000000244,-17.64718,0.1,-15.94965000000025,-14.364060000000002,0.24,-15.019108000003904,-18.04578,0.1,-15.421628000000227,-16.1257,0.16,-15.657684000000263,-15.965259999999999,0.16,-16.141662000000252,-16.686040000000002,0.14,-16.085792000000275,-16.3646,0.16,-16.549762000000253,-15.005619999999997,0.2,-15.565602000000226
86,-14.208779999999997,0.24,-16.06171400000025,-12.92732,0.26,-16.80580400000026,-13.8869,0.22,-15.505880000000273,-18.007299999999997,0.1,-15.609758000000244,-16.12716,0.16,-15.94965000000025,-17.484179999999995,0.12,-15.019108000003904,-18.32314,0.08,-15.421628000000227,-16.523320000000002,0.14,-15.657684000000263,-17.1652,0.12,-16.141662000000252,-18.244259999999997,0.08,-16.085792000000275,-13.165319999999998,0.26,-16.549762000000253,-14.163899999999998,0.24,-15.565602000000226
87,-15.44652,0.18,-16.06171400000025,-17.36442,0.1,-16.80580400000026,-12.403519999999997,0.28,-15.505880000000273,-16.00594,0.16,-15.609758000000244,-14.284239999999995,0.24,-15.94965000000025,-14.006859999999996,0.24,-15.019108000003904,-14.286820000000002,0.24,-15.421628000000227,-15.643079999999998,0.16,-15.657684000000263,-17.167579999999997,0.12,-16.141662000000252,-15.887420000000004,0.18,-16.085792000000275,-15.764499999999998,0.16,-16.549762000000253,-14.643400000000002,0.22,-15.565602000000226
88,-15.364939999999999,0.16,-16.06171400000025,-14.927239999999998,0.2,-16.80580400000026,-16.52544,0.14,-15.505880000000273,-12.085539999999998,0.28,-15.609758000000244,-14.288139999999999,0.24,-15.94965000000025,-18.44158,0.08,-15.019108000003904,-14.443599999999998,0.24,-15.421628000000227,-16.205399999999994,0.16,-15.657684000000263,-18.689299999999996,0.06,-16.141662000000252,-16.085679999999996,0.16,-16.085792000000275,-16.5254,0.14,-16.549762000000253,-12.8445,0.28,-15.565602000000226
89,-13.769299999999996,0.24,-16.06171400000025,-13.725180000000002,0.26,-16.80580400000026,-14.726920000000002,0.2,-15.505880000000273,-17.8844,0.1,-15.609758000000244,-18.124660000000002,0.08,-15.94965000000025,-17.884439999999998,0.1,-15.019108000003904,-16.003,0.16,-15.421628000000227,-15.806000000000004,0.14,-15.657684000000263,-11.80602,0.28,-16.141662000000252,-13.687259999999997,0.24,-16.085792000000275,-13.965,0.26,-16.549762000000253,-13.524019999999997,0.26,-15.565602000000226
90,-13.408519999999996,0.24,-16.06171400000025,-15.24724,0.16,-16.80580400000026,-18.285679999999992,0.08,-15.505880000000273,-13.84652,0.24,-15.609758000000244,-14.44418,0.22,-15.94965000000025,-16.843759999999996,0.14,-15.019108000003904,-14.884059999999998,0.18,-15.421628000000227,-15.60748,0.2,-15.657684000000263,-17.123679999999993,0.12,-16.141662000000252,-17.285539999999997,0.12,-16.085792000000275,-15.843619999999996,0.18,-16.549762000000253,-16.124679999999998,0.16,-15.565602000000226
91,-14.648340000000003,0.2,-16.06171400000025,-14.682439999999996,0.2,-16.80580400000026,-12.887599999999997,0.24,-15.505880000000273,-16.324679999999997,0.14,-15.609758000000244,-14.491599999999998,0.22,-15.94965000000025,-16.766360000000002,0.14,-15.019108000003904,-15.843679999999997,0.14,-15.421628000000227,-14.286159999999997,0.22,-15.657684000000263,-16.485660000000003,0.16,-16.141662000000252,-16.08284,0.14,-16.085792000000275,-12.9255,0.26,-16.549762000000253,-17.16238,0.12,-15.565602000000226
92,-18.968980000000002,0.06,-16.06171400000025,-13.04582,0.28,-16.80580400000026,-15.924039999999996,0.16,-15.505880000000273,-17.5663,0.12,-15.609758000000244,-14.243960000000001,0.2,-15.94965000000025,-14.965579999999997,0.2,-15.019108000003904,-15.246479999999998,0.18,-15.421628000000227,-16.848139999999997,0.14,-15.657684000000263,-15.447799999999997,0.16,-16.141662000000252,-18.564259999999997,0.06,-16.085792000000275,-16.68884,0.14,-16.549762000000253,-11.645559999999996,0.32,-15.565602000000226
93,-15.32668,0.18,-16.06171400000025,-15.926219999999999,0.16,-16.80580400000026,-17.324460000000002,0.12,-15.505880000000273,-13.687020000000002,0.26,-15.609758000000244,-16.448240000000002,0.14,-15.94965000000025,-14.52868,0.22,-15.019108000003904,-15.204740000000001,0.18,-15.421628000000227,-15.404499999999999,0.18,-15.657684000000263,-18.245439999999995,0.08,-16.141662000000252,-16.524420000000003,0.14,-16.085792000000275,-17.48586,0.1,-16.549762000000253,-17.24406,0.12,-15.565602000000226
94,-15.684720000000004,0.16,-16.06171400000025,-16.445780000000003,0.14,-16.80580400000026,-15.2457,0.2,-15.505880000000273,-14.888379999999998,0.18,-15.609758000000244,-14.804079999999999,0.2,-15.94965000000025,-14.845419999999997,0.22,-15.019108000003904,-15.566099999999997,0.18,-15.421628000000227,-13.68678,0.26,-15.657684000000263,-15.284119999999998,0.18,-16.141662000000252,-16.76448,0.14,-16.085792000000275,-13.285520000000004,0.28,-16.549762000000253,-14.92524,0.2,-15.565602000000226
95,-17.04588,0.12,-16.06171400000025,-15.765859999999998,0.18,-16.80580400000026,-19.006279999999993,0.06,-15.505880000000273,-16.007099999999998,0.16,-15.609758000000244,-13.328619999999999,0.28,-15.94965000000025,-14.125019999999997,0.22,-15.019108000003904,-17.68702,0.12,-15.421628000000227,-15.203519999999996,0.18,-15.657684000000263,-13.3698,0.24,-16.141662000000252,-15.687259999999997,0.16,-16.085792000000275,-13.405119999999997,0.26,-16.549762000000253,-15.047579999999998,0.2,-15.565602000000226
96,-14.3264,0.24,-16.06171400000025,-17.125739999999997,0.12,-16.80580400000026,-17.80528,0.1,-15.505880000000273,-14.044500000000003,0.24,-15.609758000000244,-16.608420000000002,0.14,-15.94965000000025,-15.406560000000002,0.18,-15.019108000003904,-17.168239999999997,0.12,-15.421628000000227,-17.484699999999997,0.1,-15.657684000000263,-16.367239999999995,0.14,-16.141662000000252,-16.645399999999995,0.14,-16.085792000000275,-14.525140000000007,0.22,-16.549762000000253,-16.92418,0.12,-15.565602000000226
97,-14.766219999999999,0.18,-16.06171400000025,-16.7636,0.12,-16.80580400000026,-15.367460000000001,0.18,-15.505880000000273,-17.207819999999998,0.12,-15.609758000000244,-12.405539999999998,0.28,-15.94965000000025,-15.28344,0.2,-15.019108000003904,-13.966780000000002,0.24,-15.421628000000227,-15.523719999999994,0.18,-15.657684000000263,-13.605120000000005,0.24,-16.141662000000252,-13.886959999999997,0.24,-16.085792000000275,-16.249,0.16,-16.549762000000253,-16.006019999999992,0.16,-15.565602000000226
98,-13.087019999999997,0.24,-16.06171400000025,-13.92438,0.24,-16.80580400000026,-14.764739999999994,0.2,-15.505880000000273,-15.604199999999999,0.18,-15.609758000000244,-16.849439999999998,0.14,-15.94965000000025,-14.044580000000002,0.2,-15.019108000003904,-15.72488,0.18,-15.421628000000227,-13.685379999999999,0.24,-15.657684000000263,-14.28884,0.24,-16.141662000000252,-15.328279999999998,0.18,-16.085792000000275,-17.52876,0.12,-16.549762000000253,-15.286919999999993,0.2,-15.565602000000226
